TEAM_ID,TEAM_CITY,TEAM_NAME,YEAR,GP,WINS,LOSSES,WIN_PCT,CONF_RANK,DIV_RANK,PO_WINS,PO_LOSSES,CONF_COUNT,DIV_COUNT,NBA_FINALS_APPEARANCE,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,PF,STL,TOV,BLK,PTS,PTS_RANK
1610612746,LA,Clippers,2017,82,42,40,0.512,10,2,0,0,15,5,N/A,3302,7004,0.471,777,2196,0.354,1556,2095,0.743,832,2766,3598,1832,1638,628,1204,372,8937,9
1610612746,LA,Clippers,2018,82,48,34,0.585,8,2,2,4,15,5,N/A,3384,7178,0.471,821,2118,0.388,1853,2340,0.792,796,2936,3732,1970,1913,561,1193,385,9442,5
1610612746,LA,Clippers,2019,72,49,23,0.681,2,2,7,6,15,5,N/A,2992,6425,0.466,895,2410,0.371,1498,1894,0.791,767,2664,3431,1708,1594,511,1051,338,8377,5
1610612746,LA,Clippers,2020,72,47,25,0.653,4,2,10,9,15,5,N/A,3009,6242,0.482,1027,2498,0.411,1164,1387,0.839,678,2501,3179,1756,1383,509,949,295,8209,10
1610612746,LA,Clippers,2021,82,42,40,0.512,9,3,0,0,15,5,N/A,3285,7170,0.458,1047,2802,0.374,1273,1606,0.793,747,2860,3607,1969,1528,608,1126,406,8890,23
1610612746,LA,Clippers,2022,82,44,38,0.537,5,3,1,4,15,5,N/A,3370,7059,0.477,1041,2735,0.381,1533,1962,0.781,803,2742,3545,1959,1598,580,1167,364,9314,18
1610612747,Los Angeles,Lakers,2013,82,27,55,0.329,14,5,0,0,15,5,N/A,3139,6980,0.45,774,2032,0.381,1390,1835,0.757,745,2620,3365,2006,1627,611,1239,446,8442,11
1610612747,Los Angeles,Lakers,2014,82,21,61,0.256,14,5,0,0,15,5,N/A,3054,7020,0.435,532,1546,0.344,1433,1935,0.741,952,2647,3599,1715,1741,578,1086,366,8073,19
1610612747,Los Angeles,Lakers,2015,82,17,65,0.207,15,5,0,0,15,5,N/A,2880,6956,0.414,639,2016,0.317,1583,2028,0.781,878,2645,3523,1478,1662,593,1124,337,7982,30
1610612747,Los Angeles,Lakers,2016,82,26,56,0.317,14,4,0,0,15,5,N/A,3224,7164,0.45,730,2110,0.346,1397,1853,0.754,933,2636,3569,1716,1698,674,1243,320,8575,17
1610612747,Los Angeles,Lakers,2017,82,35,47,0.427,11,3,0,0,15,5,N/A,3338,7248,0.461,822,2384,0.345,1364,1910,0.714,876,2927,3803,1949,1736,633,1295,388,8862,11
1610612747,Los Angeles,Lakers,2018,82,37,45,0.451,10,4,0,0,15,5,N/A,3491,7425,0.47,847,2541,0.333,1336,1910,0.699,835,2985,3820,2096,1701,618,1284,440,9165,16
1610612747,Los Angeles,Lakers,2019,71,52,19,0.732,1,1,16,5,15,5,LEAGUE CHAMPION,3006,6269,0.48,782,2242,0.349,1260,1728,0.729,757,2490,3247,1803,1471,612,1077,468,8054,16
1610612747,Los Angeles,Lakers,2020,72,42,30,0.583,7,3,2,4,15,5,N/A,2925,6197,0.472,796,2248,0.354,1241,1679,0.739,695,2490,3185,1775,1377,562,1095,386,7887,22
1610612747,Los Angeles,Lakers,2021,82,33,49,0.402,11,4,0,0,15,5,N/A,3415,7279,0.469,982,2826,0.347,1380,1884,0.732,782,2826,3608,1968,1654,626,1191,425,9192,11
